РУС	Unnamed: 1
объявлять	чарлаар
удержаться	туттунар
тесно	дыкпыш
инфраструктура	инфраструктура
никита	никита
сессия	сессия
телеграмма	телеграмма
верующий	чүдүкчү
умственный	угаан
кинотеатр	кинотеатр
ритуал	ёзулал
комплект	комплект
смело	дидими-биле
филиал	салбыр
учительница	башкы
себе	бодунга
вечность	мөңге назын
танковый	танк
организационный	организастыг
тренинг	тренинг
сообразить	угаадыр
светиться	чырыыр
наивный	кенен
ознакомиться	таныжар
коньяк	коньяк
дефицит	чедишпес чорук
оглядываться	хая көрнүр
отчетливо	тода
осенний	күскү
залив	мугулдур
рваться	чүткүүр
сжечь	өрттедир
посчитать	санаар
выдвинуть	идип үндүрер
правитель	чагырыкчы
передаваться	дамчыыр
пацан	оол
пожелание	күзел
поддержание	тудары
пенсионер	пенсионер
бесконечно	төнчү чок
стук	соктаары
сравнительно	деңнештир
рожать	божуур
обходиться	кылыр
крестьянский	тараачын
поддаваться	алзыр
касса	касса
слабо	кошкак
простор	делгем
наказать	кезедир
мент	мент
здравый	шын
программирование	программалаашкын
сеанс	сеанс
четверо	дөрт
научно	эртем
подружка	эжим
сжать	чыыр
поесть	чемненир
столичный	найысылал
возвратиться	дедир кээр
скамейка	узун сандай
спортсмен	спортчу
телевизионный	теледамчыдылга
перечислить	даңзылаар
юля	юля
старт	старт
св	св
скот	мал
изобретение	чогаадылга
годиться	тааржыр
обучать	өөредир
усесться	олурар
петровна	петровна
алгоритм	алгоритм
заключенный	хоругдаттырган
освоение	шиңгээдип алыры
кататься	чуңгулаар
перестройка	эде тургузуушкун
полевой	хову
относительный	хамаарылгалыг
проделать	кылыр
медленный	оожум
застыть	доңар
работодатель	ажыл берикчизи
кирпич	тууйбу
убеждать	бүзүредир
клиника	клиника
невозможность	болдунмазы
порождать	бодарадыр
аренда	хөлезилел
пропускать	эрттириптер
предпочесть	дээре деп санаар
исполниться	боттаныр
тропа	кокпа
сосредоточить	мөөңнээр
матрос	далайжы
механический	механиктиг
затылок	чушкууш
раздражение	хорадаары
водный	суг
ру	ру
задумчиво	бодамчалыг
инфляция	инфляция
наметить	демдектээр
локальный	тус черниң
потянуться	херлир
степь	хову
календарь	календарь
закат	хүн ажары
грубо	доңгун
внезапный	хенертен
дожидаться	манаар
ширина	калбаа
доноситься	дыңналыр
оранжевый	кызыл-сарыг
повредить	үрээр
поспешить	далажыр
всюду	кайда-даа
написание	бижиири
шептать	сымыраныр
субъективный	субъективтиг
демон	шулбус
десятый	онгу
поп	поп
гнездо	уя
одиннадцать	он бир
торжество	байыр-найыр
модернизация	чаартылга
переписка	чагаалажылга
барьер	моондак
питаться	чемненир
возвращать	дедир эгидер
митинг	митинг
представиться	бодун таныштырар
прижать	чыпшыр базар
опера	опера
сознательный	медерелдиг
госпожа	агай
самоубийство	амы-тынынга четтинери
прибегать	маңнаар
ранг	эрге-дужаал
мыло	саваң
поэма	шүлүглел
коррупция	коррупция
оркестр	оркестр
запрещать	хоруур
шарик	шарик
ваня	ваня
жир	үс
газовый	газтыг
грохот	дааш-шимээн
орбита	орбита
освободиться	хосталыр
финский	фин
подразумевать	илередир
палочка	сакпыт
вручить	тутсур
беременный	иштиг
пожаловаться	хомудаар
превращать	хуулдурар
госдума	күрдума
направо	оң талаже
упорно	чаныш-сыныш чок
аромат	чаагай чыт
подбородок	сегел
минск	минск
триста	үш чүс
осудить	буруудадыр
надевать	кедирер
суп	мүн
ооо	кхн
объятие	куспактажыры
полночь	дүн ортузу
вытянуть	шөйер
буря	шуурган
разочарование	чөгел төнери
око	карак
совершенствование	сайзыраңгайжыдары
общежитие	ниити чуртталга бажыңы
упустить	эрттириптер
аналитик	аналитик
гражданство	хамааты болуру
огонек	отчугаш
разрабатывать	ажылдап кылыр
обитатель	чурттакчы
прочный	быжыг
соседка	кожазы
фильтр	шүүр
должный	чогуур
тронуть	дээр
урал	урал
ерунда	хей чүве
резать	кезер
проникать	кирер
мужество	эрес-дидим чорук
эстония	эстония
шофер	чолаачы
параллельно	чергелештир
провал	буураашкын
задержка	саадаашкын
вправе	эргелиг
убежденный	бүзүрелдиг
животный	дириг амытан
физически	мага-бот-биле
вопль	алгы-кышкы
ура	ура
физик	физик
клясться	даңгыраглаар
стабильный	турум
жирный	семис
товарный	бараан
недолго	үр эвес
знакомиться	таныжар
сопротивляться	удурланыр
нежно	хоюг
гладкий	дески
призрак	хей чүве
провожать	үдээр
условный	негелделиг
регулярный	доктаамал
мышка	күске
адекватный	чогуур
ай	ай
таможенный	каайлы
захватывать	тудар
внешне	даштындан
экскурсия	экскурсия
семя	үрезин
супер	супер
продолжительность	үргүлчүлел
украшение	каасталга
уменьшение	эвээжедири
стройный	шилгедек
публиковать	парлаар
депрессия	депрессия
энергетика	энергетика
радикальный	радикалдыг
справляться	шыдажыр
уделять	бээр
лишиться	ышкынар
вашингтон	вашингтон
сериал	сериал
разорвать	үзе тыртар
овощ	ногаа
противостоять	удур туржур
сновидение	дүш
виновный	буруулуг
фокус	фокус
обозначать	илередир
пожарный	өртчү
болтать	чулчуруур
проживание	чурттаары
связаться	харылзажыр
отражаться	көрүнчүктелир
буш	буш
одевать	хепкерер
симптом	им-демдек
переулок	доора кудумчу
бочка	доскаар
одеваться	кеттинер
поворачиваться	ээр
сомнительный	чигзинчиг
развести	чарар
болезненный	аарышкылыг
осколок	бузунду
регулировать	өйлээр
ось	өзек
тяжкий	аар
плоскость	калбак
раскрывать	ажыдар
закрепить	быжыглаар
дистанция	дистанция
прилететь	ужуп келир
годовой	чылда
увлечение	хандыкшыл
обследование	шинчилге
дрова	ыяш
мадам	мадам
отступить	аткаарлаар
терроризм	терроризм
ричард	ричард
респондент	респондент
обряд	ёзулал
нестись	ыңай-бээр маңнаар
видимый	көскү
заря	даң хаяазы
привязать	баглаар
издатель	үндүрүкчү
предать	садыптар
й	й
отставка	халажылга
заголовок	эге
отступать	аткаарлаар
улучшить	экижидер
изредка	ында-хаая
делегация	делегация
трамвай	трамвай
комбинация	каттыжыышкын
попросту	анаа-ла
зависть	адааргал
роскошный	каас
высказаться	чугаалаар
окраина	кыдыг
скучать	чалгаараар
потребительский	хереглекчи
прохождение	эртери
подача	бээри
комедия	комедия
мед	ары чигири
латвия	латвия
экономист	экономист
решетка	хана-карак
парламентский	парламент
деревенский	көдээ
специфика	онзагайы
функционирование	ажылдаары
выключить	өжүрер
вольный	хостуг
нота	нота
ругать	кончуур
альтернатива	альтернатива
слышный	дыңналыр
расстрелять	боолаар
шампанское	шампанское
значимость	ужур-дузазы
женатый	өглүг-баштыг
обидеться	хомудаар
пропадать	чиде бээр
усилить	күштелдирер
специализированный	тускай
дурацкий	тенек
выполняться	күүседир
героиня	маадыр
девятый	тоску
перебить	үзе кирер
ручей	дамырак
расслабиться	сула салдынар
перспективный	кедилиг
вспыхнуть	кыва бээр
гараж	гараж
уступить	дүжүп бээр
екатеринбург	екатеринбург
кончать	төндүрер
тестирование	тестирование
джек	джек
се	се
изменяться	өскерлир
ген	ген
жуков	доос-каралар
задумать	бодап алыр
чин	эрге-дужаал
заполнять	долдурар
отбросить	октаар
включение	киирери
новичок	чаа келген кижи
преступный	кемниг
идёт	кел чор
крыльцо	эргин
издавать	үндүрер
рубрика	рубрика
поражать	кайгадыр
укрепить	быжыглаар
драма	драма
концентрация	мөөңнээшкин
заблуждение	будулуушкун
налево	солагай талаже
дева	кыс
перемещение	көжүрери
филипп	филипп
спектр	спектр
греция	греция
командировка	сургакчылаашкын
махать	чаяр
комплексный	комплекстиг
удачно	чедимчелиг
щель	чарык
стальной	каң
звуковой	үннүг
простота	бөдүүнү
актриса	актриса
ограничивать	кызыгаарлаар
чудовищный	коргунчуг
рог	мыйыс
грек	грек
выезжать	үнер
совершение	кылыры
прелесть	чаражы
заключать	түңнээр
глеб	глеб
помолчать	ыыттавас
поработать	ажылдаар
чуждый	өске
осознание	медереп билири
потянуть	тыртар
возврат	дедир эгидери
коричневый	хүрең
напрямую	дорт
силовой	күш
недоумение	аайын тыппазы
шкура	кеш
армейский	армейжи
ислам	ислам
иосиф	иосиф
залить	кудар
предварительно	баш бурунгаар
упаковка	хаптаашкын
неизменный	өскерилге чок
ликвидация	узуткаашкын
царить	хааннаар
винтовка	ланчыы
перевозка	сөөртүлге
долгосрочный	үр хуусаалыг
отклик	харыы
абстрактный	абстрактылыг
сырье	чиг эт
неудачный	чедимче чок
родные	дөргүл-төрели
сюрприз	манавааны чүүл
майкл	майкл
семен	семен
вырвать	тура тыртар
наследник	салгакчы
похороны	орнукшудулга
юлия	юлия
довод	барымдаа
мусульманин	мусульман кижи
набить	долдурар
убирать	аштаар
менеджмент	менеджмент
огненный	оттуг
окошко	соңга
аналитический	сайгарылгалыг
благополучно	онча-менди
стадо	кодан
упоминаться	адаттынар
порция	үлүг
тротуар	тротуар
паника	девидээшкин
рейс	рейс
рождество	рождество
ручной	хол
светский	чырык угаанныг
обстоять	аажылаар
характеризовать	тодарадып бижиир
мат	мат
академический	академиктиг
колебаться	чайгылыр
запереть	шоочалаар
наверху	кырында
пробить	үттээр
сходство	дөмейи
вздрогнуть	сырбаш кынныр
осмотр	хыналда
осторожный	оваарымчалыг
терапия	терапия
этнический	этниктиг
глазок	карак
становление	тургустунары
плакат	плакат
вечеринка	кежээ
хх	хх
основываться	үндезилеттинер
наряд	хеп
покойный	өлген
обожать	чарашсынар
блестеть	кылаңнаар
бык	буга
заработок	акша-шалың
нём	нем
владимирович	владимирович
новейший	чаа
симпатия	сеткил ханыышкыны
примитивный	бөдүүн
прорыв	чаза булгаашкын
коэффициент	коэффициент
материнский	ие
напрасно	хей
степан	степан
мишка	мишка
угадать	даап бодаар
индивид	кижи
поблагодарить	өөрүп четтирер
восстание	тура халыышкын
республиканский	республика
влажный	өл
опускаться	бадар
отвратительный	ческинчиг
вылет	ужуп үнери
пик	шыпшык
пригодиться	херек апаар
похоронить	орнукшудар
верность	шынчы чорук
нормативный	нормативтиг
павлович	павлович
дверца	эжик
удобство	эптиг байдал
импульс	идиг
однозначно	чаңгыс аай
слышаться	дыңналыр
сознательно	медерелдии-биле
кивать	бажын согаңнадыр
приготовление	белеткээри
ильич	ильич
литва	литва
невинный	кем чок
повторение	катаптаашкын
наследие	салгал
поляк	поляк
сгореть	өрттенир
боковой	кыдыкы
ограничиваться	кызыгаарлаттынар
пирамида	пирамида
сволочь	кулугур
различать	ылгаар
вежливо	ээлдек
татарин	татар
потихоньку	оожум
ночевать	хонар
ставиться	салыр
откровенный	ажыт-чажыт чок
качать	чаяр
тираж	тираж
убитый	өлүрткен
череп	баш сөөгү
ит	ит
чайник	хөнек
устанавливаться	тургузар
кирилл	кирилл
лариса	лариса
нетерпение	четтикпейн турары
мак	мак
убыток	каража
экономия	камналга
душ	душ
легкость	чииги
уложить	чыттырар
завидовать	адааргаар
обнимать	куспактаар
энтузиазм	чүткүл
допрос	байысаалга
породить	бодарадыр
отклонение	хажыдыышкын
урожай	дүжүт
архитектор	архитектор
авиационный	ужар чүүл
адам	адам
отличать	ылгаар
епископ	епископ
освещать	чырыдар
невысокий	бедик эвес
выложить	салыр
творец	чаяакчы
турок	түрктер
спрятаться	чаштынар
висок	кастык
подъехать	чедип келир
поручение	даалга
удовлетворять	хандырар
пузырь	көвүк
неожиданность	манавааны чүүл
недостаточный	четпес
ласковый	чассыг
приемлемый	таарымчалыг
дружить	эдержир
смертельный	өлүмнүг
козел	өшкү
чрезвычайный	онза
тамара	тамара
жилищный	чурттаар оран-сава
дерьмо	бак чүве
выработать	ажылдап кылыр
усталый	шагзыргай
уволить	ажылдан үндүрер
жилище	чурттаар оран-сава
кисть	бийир
огород	огород
секция	секция
защитный	камгалал
освоить	шиңгээдип алыр
абонент	абонент
гвоздь	кадак
пенсионный	пенсия
запуск	ажылдадыры
очерк	очерк
лукашенко	лукашенко
наклониться	доңгаяр
равенство	дең чорук
реконструкция	чаартылга
новосибирск	новосибирск
яд	хоран
изба	казанак
культ	чүдүлге
обезьяна	сарбаа
акционер	акционер
схватка	сегиржип алыышкын
писание	бижилге
составление	тургузары
спирт	спирт
медный	чес
континент	дип
встречный	уткуй келген
убегать	дезер
бомбардировщик	бомбалакчы
фантастика	фантастика
опоздать	озалдаар
сработать	ажылдаар
портфель	портфель
единственно	чаңгыс
сдерживать	саададыр
строитель	тудугжу
руководствоваться	удуртулга болдурар
алексеевич	алексеевич
представительство	төлээ чери
агрессивный	агрессивтиг
проголосовать	бадылаар
серебро	мөңгүн
наследство	салгал
ян	ян
базар	базар
уличный	кудумчу
премьер	премьер
кружок	бөлгүм
спуск	кудургай
полнота	долу болуру
писаться	бижиттинер
презентация	таныштырылга
звон	кыңгыраары
скидка	чиигелде
кгб	кгб
подключение	кожары
сердечный	чүреккир
категорически	шуут
индийский	индий
правоохранительный	эрге-хоойлу камгалаар
жалость	кээргел
тварь	амытан
азербайджан	азербайджан
конструктор	конструктор
сокровище	эртине
параллельный	чергелешкек
колоссальный	аажок улуг
перчатка	хол-хап
бедность	ядыы-түреңги чорук
украшать	каастаар
причинить	чедирер
ева	ева
предельный	кызыгаарлыг
лишать	казыыр
микрофон	микрофон
уменьшить	эвээжедир
командный	командылал
аркадий	аркадий
сдаваться	дүжүп бээр
дескать	дидир
прибытие	келири
формулировка	илередиг
аналогия	дөмейлешкек чүүл
стимулировать	идиг бээр
содействие	деткимче
семьдесят	чеден
тогдашний	ынчангы
колбаса	колбаса
пластиковый	пластик
территориальный	девискээр
корзина	корзина
оторваться	үстүр
свалиться	аңдарлыр
кинуть	октаар
инструктор	инструктор
традиционно	чаңчыл ёзугаар
превращение	хуулуушкун
непростой	амыр эвес
опускать	бадырар
задница	ужа
фактический	херек кырында
имидж	имидж
иерархия	иерархия
ссылаться	айтыглаар
стресс	стресс
экспериментальный	шенелде
заплакать	ыглаар
квадрат	дөрбелчин
полотенце	аржыыл
платон	платон
содержимое	утка-шынар
клавиша	танал
изложение	эдертиг
цивилизованный	цивилизациялыг
лишение	казыыры
опасение	коргуушкун
лампочка	сайгылгаан
юкос	юкос
оплатить	төлээр
индустрия	индустрия
перевернуть	аңдарар
сельскохозяйственный	көдээ ажыл-агый
путешествовать	аян-чорук кылыр
молочный	сүттүг
струя	агым
галстук	галстук
обманывать	мегелээр
последовательный	дес-дараалашкак
граната	граната
развить	сайзырадыр
нрав	аажы-чаң
измена	өскерликчи чорук
наградить	шаңнаар
обижаться	хомудаар
кинуться	халыыр
вдали	ыракта
нападать	халдаар
кабель	кабель
туфля	туфля
сжимать	чыыр
отнестись	көөр
изящный	аянныг
накопить	чыыр
превосходить	ажар
пение	ырлаары
статуя	статуя
обвинить	буруудадыр
трезвый	элээр
моё	мээңии
монстр	маңгыс
протягивать	сунар
распад	буураашкын
возражение	удурланыышкын
украсить	каастаар
беречь	камнаар
проводник	үдекчи
шагать	базар
высказывать	чугаалаар
возить	сөөртүр
неведомый	билдинмес
проектирование	төлевилээшкин
унести	алгаш баар
прекращение	соксадыры
петербургский	петербургтуң
устранить	чайладыр
нежность	уян сеткил
сынок	оглум
грамота	бижик
швеция	швеция
химия	химия
тысячелетие	муң чыл
тревожный	дүвүренчиг
заповедь	айтыышкын
пруд	хөлчүк
входной	кирер
выживание	дириг артары
стыд	ыянчыг чорук
заменять	солуур
толкать	идер
бабочка	ховаган
автономный	автономнуг
игнорировать	тоовас
разойтись	тараар
пробка	чекпе
влюбиться	ынакшыыр
лень	чалгаа чорук
мрак	караңгы
артиллерийский	артиллерийжи
подобие	дөмей
восхищение	магадаашкын
препятствовать	шаптыктаар
отчаянный	кедергей
ходорковский	ходорковский
совпадение	дүгжүрү
забросить	октаар
выразиться	чугаалаар
чаша	аяк
рама	рама
биржа	биржа
временно	түр када
поселение	суур
мотивация	чылдагаан
структурный	тургузуг
дитя	төл
валентин	валентин
оплачивать	төлээр
буржуазный	буржуаз
интуиция	интуиция
спинка	оорга
ничуть	бичии-даа
снижать	кудуладыр
отразить	ойтур шавар
араб	араб
стихия	халап
отвращение	ческиниишкин
исследовательский	шинчилел
ведьма	албыс
колодец	кудук
выгнать	үндүр сывырар
географический	географтыг
отстать	хожудаар
анкета	анкета
условно	чижеглеп
роберт	роберт
марш	марш
завершиться	доостур
рвать	үзе тыртар
обслуживать	хандырар
заклинание	илби-шиди
аллах	бурган
ловушка	дузак
взятка	хээли
оказание	көргүзери
колледж	колледж
родительский	ада-ие
пароход	пароход
новогодний	чаа чылдың
грандиозный	улуг
упор	чөлеңгииш
девка	кыс
бормотать	химиренир
издержка	чарыгдал
расстройство	баксыраары
клан	аймак
незнакомец	танывазы кижи
ан	ан
овца	хой
сосна	хады
отвезти	чедирер
промежуток	хос чер
валютный	валюта
окрестность	чоок-кавы чер
толчок	иттириг
фут	бут
оболочка	карт
валентина	валентина
выезд	үнүүшкүн
вдвое	ийи катап
дружеский	эп-найыралдыг
классификация	бөлүктээшкин
декларация	декларация
виталий	виталий
близкие	чоок кижилер
случайность	таварылга
функционировать	ажылдаар
отступление	аткаарлаашкын
нисколько	бичии-даа
прощаться	байырлажыр
сниматься	тырттырар
билл	билл
разновидность	янзы-бүрү
шерсть	дүк
гром	диңмирээшкин
мгу	мку
тупик	муңгаш чер
интенсивный	дыңзыг
пленный	туттурган
твориться	болур
одиночка	чааскаан
матушка	авай
превосходство	тергиидел
конфета	конфета
ь	ь
преподавать	башкылаар
ла	ла
грамотный	бижик-билиглиг
этика	этика
челюсть	чаак
наложить	салыр
романтический	романтиктиг
срочный	далаштыг
расставить	салыр
вмешиваться	холгаарлаар
приближение	чоокшулаары
переворот	эргилде
бухгалтерский	бухгалтер
необыкновенный	кайгамчык
жарко	изиг
проезжать	эртер
ползти	соястаар
интонация	интонация
шведский	швед
стереотип	стереотип
нато	нато
закономерность	дүрүм
собачий	ыт
прикрывать	дуглаар
сумерки	имир
разрушать	үрээр
съездить	баар
дж	дж
упоминание	демдеглел
благополучие	чаагай чорук
беженец	дескен кижи
улететь	ужуп чоруй баар
воспитать	кижизидер
диссертация	диссертация
оправдание	агартыышкын
ролик	ролик
заряд	октаг
взвод	взвод
плевать	дүкпүрер
преодоление	ажып эртери
пластинка	пластинка
легкое	чиик
эдуард	эдуард
вздох	улуг тынары
успокаивать	оожургадыр
маршал	маршал
провалиться	дүжер
отвергнуть	хүлээвес
изготовить	кылыр
редкость	ховар
очко	сан
придумывать	чогаадыр
сотрудничать	кады ажылдаар
австралия	австралия
прекратиться	соксаар
агрессия	агрессия
табличка	табличка
выстроить	чыскаар
профилактика	профилактика
групповой	бөлүк
крутиться	долганыр
одобрить	чүүлдүгзүнер
марс	марс
вич	вич
поляна	алаак
некого	кижи чок
поздравить	байыр чедирер
новенький	чаа
стая	өөр
уютный	таарымчалыг
подбирать	шилиир
очистить	арыглаар
занятость	ажылга хаара тудары
наполовину	чартыы
сбежать	дезер
дуть	үрер
мучиться	хилинчектенир
гибкий	ээлгир
выдерживать	шыдажыр
умолять	чанныр
встроить	киир салыр
ворона	кускун
гоголь	гоголь
поистине	шынап-ла
выучить	өөренип алыр
гвардия	гвардия
джинсы	джинсы
очнуться	оттуп кээр
жительство	чурттаары
заказывать	чагыдар
стимул	идиг
соотечественник	чаңгыс чер-чурттуу
заложник	туттурган кижи
сорваться	үстүр
конвенция	конвенция
непрерывно	үзүктел чок
двигать	шимчедир
отпечаток	таңма
избранный	шилиттинген
повториться	катаптаар
выдача	бээри
покрытие	шывыг
чересчур	эмин эрттир
должностной	албан-дужаалдыг
определиться	тодараар
армения	армения
графический	графиктиг
композитор	композитор
интимный	чоок
накрыть	дуглаар
швейцария	швейцария
покрывать	шывар
отрывок	үзүндү
сука	кыс ыт
зад	ужа
отставать	хожудаар
неподвижный	шимчевес
колонка	колонка
рюмка	рюмка
печка	суугу
притом	ооң кадында
глупо	мелегей
владыка	чагырыкчы
образованный	эртем-билиглиг
кадровый	кадрлар
чудовище	маңгыс
купол	купол
тигр	пар
фотограф	чурук тырттырыкчызы
плотность	дыгыйы
ласково	чассыдып
обходить	оюп эртер
вырезать	кезер
смит	смит
деление	үлелге
ввод	киирери
жаждать	суксаар
сетка	четки
эстетический	эстетиктиг
олигарх	олигарх
любезный	ээлдек
путать	будаар
всадник	аъттыг кижи
замечательно	магалыг-дыр
австрия	австрия
ответный	харыы
рыбка	балык
излишний	артык
газпром	газпром
юбилей	юбилей
ловко	аваангыр
салат	салат
матрица	матрица
полотно	пөс
вблизи	чоокка
документация	документация
нелегкий	белен эвес
атом	атом
справочник	тайылбыр ному
витрина	витрина
аналог	дөмей
управленческий	удуртулга
повествование	тоожуушкун
киевский	киев
жар	изиг
палуба	палуба
деться	чайлаар
сотворить	чаяар
поиграть	ойнаар
капиталистический	капиталистиг
приватизация	хуужудулга
союзный	эвилелдешкен
оппонент	удурланыкчы
посредник	дугуруштурукчу
недовольство	таарзынмазы
официант	официант
электричество	электри чырыы
наладить	шуудадыр
выбить	кактаар
плавание	эштири
щенок	эник
спид	спид
зелень	ногаан үнүш
разбирать	сайгарар
надежность	идегелдии
дальше	оон ыңай
сколь	кайы хире
заводить	ажылдадыр
невероятно	кедергей
старец	кырган
наполнять	долдурар
расписание	расписание
дипломат	дипломат
задеть	дегзир
подавить	базар
кубок	кубок
вертикальный	вертикальдыг
сегмент	сегмент
горшок	паш
обидно	хомуданчыг
мамаша	авай
неважно	хамаан чок
наводить	углаар
модератор	модератор
кушать	чиир
подключить	кожар
сознавать	миннир
средневековый	ортаакы вектерниң
грудной	хөрек
нибудь	кандыг-бир
пан	пан
давид	давид
пирог	пирог
откровение	ажыдыышкын
алеша	алёша
первоначально	эгезинде
промежуточный	аралашкак
боб	боб
ирония	шоодуг
пускай	болзун
рекомендоваться	сүмележир
отработать	ажылдаар
осуждать	буруу шавар
афганистан	афганистан
славянский	славян
безумие	тенек чорук
закурить	таакпылаар
приподнять	көдүрер
позаботиться	сагыш салыр
величие	өндүр-чаагайы
ожидаться	манаар
изумление	кайгаашкын
штурм	халдаашкын
поисковый	дилээшкин
выработка	ажылдап кылыры
банальный	анаа
тетрадь	кыдырааш
сердиться	хорадаар
певец	ыраажы
вложение	акша салыышкыны
шуметь	шимээргээр
поискать	дилээр
доехать	чедер
исчезновение	чиде бээри
склонность	сундулуу
лига	лига
набережная	эрик кыдыы
гордо	чоргаар
энергичный	шудургу
назначать	томуйлаар
магнитный	магниттиг
негр	негр
проявиться	илерээр
коммунальный	коммунал
уговорить	көгүдер
клавиатура	клавиатура
олимпиада	олимпиада
залезть	үнер
аппаратура	аппаратура
ликвидировать	чок кылыр
удивлять	кайгадыр
поведать	чугаалаар
армянин	армян
стража	таңныыл
пограничный	кызыгаар
злоба	өжээн
оскорбление	дорамчылал
кончик	бажы
букет	боодал
кассета	кассета
налет	халдаашкын
профсоюз	профэвилел
поселиться	турумчуур
медсестра	эмчи сестразы
обложка	карт
кпк	кбк
позор	бужар чорук
вдова	дулгуяк кадай
парижский	париж
тихонько	оожум
европеец	европейжи
находка	тывыш
шлем	шлем
меньшинство	эвээш санныг чон
нарастать	улгадыр
сарай	кажаа
чувствительный	уян
установленный	доктааттынган
повторный	катап
изобрести	чогаадыр
ван	ван
добыть	тывар
престол	дүжүлге
вздыхать	улуг тынар
бешеный	калчаараан
купаться	эштир
пытка	эриидээшкин
навести	чедирер
парочка	эжеш
проанализировать	сайгарар
пристально	топтап
критиковать	шүгүмчүлээр
здешний	бо черниң
мчаться	халыыр
горожанин	хоорай чурттакчызы
воробьев	воробьев
кролик	тоолай
фундамент	таваа
бал	бал
спонсор	деткикчи
королевство	хаанныг күрүне
герцог	герцог
оборачиваться	хая көрнүр
ссора	алгыш-кырыш
останавливать	доктаадыр
внушать	угаадыр
оправдывать	агартыр
разводить	азырап өстүрер
именовать	адаар
подводить	дүжүрер
кран	кран
удивленно	элдепсинип
порядочный	топтуг-томаанныг
роковой	хайлыг
ступать	базар
песенка	ыры
петя	петя
восемьдесят	сезен
олень	иви
настойчиво	туруштуг
барабан	барабан
катер	катер
платный	төлевирлиг
парус	парус
любоваться	чарашсынып көөр
отключить	өжүрер
равнодушный	тоомча чок
зажечь	кыпсыр
корея	көрей
коль	кол
удаляться	ыраар
ежегодный	чылдың
расставаться	чарлыр
минувший	эрткен
злость	хорадаары
вторжение	халдаашкын
эра	үе
рожа	арын
властный	чагырыкчы
жестокость	каржы-дошкун чорук
сосредоточиться	кичээнгей салыр
тряпка	пөс
показ	көргүзүг
залог	долаа
ферма	ферма
познать	билип алыр
отделить	аңгылаар
порок	кем
искра	чаштанчы
оргазм	оргазм
монополия	монополия
запланировать	планнаар
койка	орун
выигрывать	ойнап алыр
аптека	аптека
догнать	чедер
парадокс	парадокс
титул	ат
треугольник	үш-булуңчук
детектив	детектив
подозрительный	каразынчыг
кислород	кислород
вращаться	дескинер
прыгнуть	шураар
плавно	дески
вампир	вампир
атрибут	атрибут
северо	соңгу
ран	балыг
витамин	витамин
аппетит	чем чиир хөөн
заверить	бүзүредир
инстанция	инстанция
отныне	моон соңгаар
отмена	күш чок болдурары
роскошь	каас-коя чорук
крошечный	хензиг
напугать	коргудар
толком	таптыг
ниша	ниша
сдаться	дүжүп бээр
маргарита	маргарита
презерватив	презерватив
чеченец	чечен
гласить	чугаалаар
добровольный	эки тура-биле
враждебный	өжээннешкек
мартин	мартин
удаление	чайладыры
немногий	эвээш
люся	люся
сказаться	салдар чедирер
кошелек	акша хавы
восстанавливать	катап тургузар
восхищаться	магадаар
относить	хамаарыштырар
распахнуть	ажыдар
кора	чөвүрээ
круто	кадыр
неправда	шын эвес
криминальный	криминалдыг
уловить	тудар
расположиться	турумчуур
добровольно	эки тура-биле
поверх	кырындан
бедствие	айыыл-халап
барон	барон
тяга	тыртыышкын
скользить	чылар
хирург	кезер эмчи
рыбак	балыкчы
фотоаппарат	фотоаппарат
организованный	организастыг
рычаг	быра
недоступный	четпес
простыня	ак чоорган
формально	ужур эдерип
израильский	израиль
наименование	ат
девяносто	тозан
заинтересованный	сонуургалдыг
прикладной	дузалал
диаметр	диаметри
смотреться	көстүр
колокол	коңга
побеждать	тиилээр
одетый	кеттинген
аукцион	аукцион
стон	уё-човуур
проститутка	самагалдай
неизменно	үргүлчү
противоположность	удурланышкак чүүл
пятьсот	беш чүс
увлекаться	хандыкшыыр
поглядывать	хараар
варить	хайындырар
жанна	жанна
исламский	ислам
чистить	аштаар
тора	төре
месторождение	мөөң чыдым
маркетинговый	маркетинг
теряться	чидер
отразиться	илерээр
фирменный	фирмалыг
пустяк	хей чүве
очаг	одаг
спеть	ырлаар
символический	символиктиг
гладить	суйбаар
удалиться	ыраар
компромисс	чөпшээрежилге
жан	жан
выставлять	делгээр
лишенный	чок
забраться	үнер
жилец	чурттакчы
смелость	дидим чорук
солнышко	хүнчүгеш
кира	кира
грузинский	грузин
капуста	капуста
уменьшаться	бичелээр
нервно	шугулдап
обедать	дүштеки чем чиир
печально	муңгаранчыг
инновационный	инновациялыг
дружно	эп-найыралдыг
меж	аразында
воображать	сагышка кирер
сказываться	салдар чедирер
бессмертный	өлүм чок
смутный	бүлүртүң
